ea_name,ea_team,ea_position,ea_ovr,ea_school_year,matched_player_name,matched_player_id,match_confidence,cfo_position,cfo_valuation,depth_chart_rank,production_score
Brock Schott,Miami,TE,73,Freshman,Brock Schott,f6b6d341-93d9-42f4-bb3c-b97ea548a714,1.0,TE,,,29.2
Donta Simpson,Miami,DT,73,Freshman,Donta Simpson,f1e85b32-a46e-4ff5-9c3c-8e6c571e155f,1.0,DL,,,39.7
Herbert Scroggins III,Miami,REDG,73,Freshman,Herbert Scroggins III,f9385264-51ad-4f50-9047-f484d34f0242,1.0,DL,195957,2,34.0
Jack Nickel,Miami,TE,73,Junior,Jack Nickel,228c74ec-bcdc-4f55-8ab4-81c8df07fe1a,1.0,TE,,,0.0
Ny Carr,Miami,WR,73,Sophomore,Ny Carr,e1fb7aaf-ceaa-4f70-9683-600aa0603614,1.0,WR,,,39.5
Jayden Sanders,Michigan,CB,73,Freshman,Jayden Sanders,9a923aec-d675-4881-aa3b-b326058305e1,1.0,DB,,,52.6
Nathaniel Owusu-Boateng,Michigan,WILL,73,Freshman,Nathaniel Owusu-Boateng,a17d76db-01f9-497e-9cd3-acab0a4bd0bd,1.0,LB,199505,1,34.0
Peyton O'Leary,Michigan,WR,73,Senior,Peyton O'Leary,5605e9c9-cade-4e16-8bfe-8b43eaed267a,1.0,WR,,,0.0
Zack Marshall,Michigan,TE,73,Junior,Zack Marshall,88486bfb-2f4a-4342-b403-a2515a56d6ce,1.0,TE,483426,1,75.2
Cam Herron,Notre Dame,C,73,Freshman,Cam Herron,4d9b22ef-6268-461b-8d57-6c1bc73a45bb,1.0,OL,378925,3,0.0
Kahanu Kia,Notre Dame,SAM,73,Sophomore,Kahanu Kia,9c39fb43-3eb1-413e-80b5-9470b1390f94,1.0,LB,195000,3,39.3
Ko'o Kia,Notre Dame,SAM,73,Freshman,Ko'o Kia,eface54f-f2a0-49d3-aefa-1e0649da6372,1.0,LB,,,26.5
Preston Zinter,Notre Dame,MIKE,73,Sophomore,Preston Zinter,f9e04440-b80d-48cd-b9d0-d53b323e03d4,1.0,LB,,,29.8
Styles Prescod,Notre Dame,LT,73,Freshman,Styles Prescod,d24c1437-f93b-4341-a27a-2ffd8b3c10fb,1.0,OL,414914,2,0.0
Deontae Armstrong,Ohio State,RT,73,Sophomore,Deontae Armstrong,37cdb521-d7f8-48f3-b330-eb4cf5165d4b,1.0,OL,502248,3,0.0
Jackson Courville,Ohio State,K,73,Junior,Jackson Courville,534358a7-a71a-485d-9f5f-e757586a9a0c,1.0,PK,,,0.0
Jarquez Carter,Ohio State,DT,73,Freshman,Jarquez Carter,c91a906f-e67d-46d4-b201-408e58604020,1.0,DL,,,26.5
Riley Pettijohn,Ohio State,WILL,73,Freshman,Riley Pettijohn,8c6ea1c4-df7f-4fbe-a7c2-cab02ed13036,1.0,LB,315459,1,56.9
Tarvos Alford,Ohio State,REDG,73,Freshman,Tarvos Alford,4142f64b-7baa-429c-92f8-a0daff5658ba,1.0,LB,205642,2,46.6
Ace Hodges,Oklahoma,LEDG,73,Freshman,Ace Hodges,b9af9f5e-a98f-48c3-92fa-6aec4f345a7d,1.0,DL,,,0.0
James Nesta,Oklahoma,MIKE,73,Freshman,James Nesta,4d8ca503-50db-43d6-89a3-674a7a28e915,1.0,LB,219219,2,43.8
Markus Strong,Oklahoma,DT,73,Sophomore,Markus Strong,dd746e91-dd77-453a-a094-b6ce485fba4d,1.0,DL,,,64.7
Michael Boganowski,Oklahoma,FS,73,Sophomore,Michael Boganowski,2a2d927d-4f41-41e8-bcea-eb23b7a11ec1,1.0,DB,403124,1,72.2
Trystan Haynes,Oklahoma,CB,73,Freshman,Trystan Haynes,329bc418-538f-4f56-9d51-090312b54f2e,1.0,DB,237332,2,26.5
Zion Kearney,Oklahoma,WR,73,Sophomore,Zion Kearney,e0fd8e1c-36f2-4d5d-aab3-0598db20d7a3,1.0,WR,,,36.7
Da'Jaun Riggs,Oregon,HB,73,Freshman,Da'Jaun Riggs,acf7ee9c-fada-4ca2-ae33-f0f7abcc4f7b,1.0,RB,55770,3,40.8
Dillon Gresham,Oregon,WR,73,Freshman,Dillon Gresham,076e42b6-01de-49a1-a99b-cae40ae63b82,1.0,WR,532056,2,0.0
Dylan Williams,Oregon,MIKE,73,Freshman,Dylan Williams,7c4a7989-24be-444a-bf4d-f6067a319561,1.0,LB,356582,2,68.7
Lipe Moala,Oregon,LG,73,Sophomore,Lipe Moala,0d0f4e15-2d92-409f-89af-fdf2af4644f2,1.0,OL,,,0.0
Roger Saleapaga,Oregon,TE,73,Sophomore,Roger Saleapaga,c12ef20c-beee-4679-8836-cbf246e59027,1.0,TE,,,43.5
Vander Ploog,Oregon,TE,73,Freshman,Vander Ploog,7eb9978a-9d49-4134-9752-c24779c62586,1.0,TE,,,0.0
Donovan Darden,South Carolina,WILL,73,Freshman,Donovan Darden,98d079be-b3e5-469b-a06c-d70add2dc457,1.0,LB,175500,3,26.5
Kelvin Hunter,South Carolina,FS,73,Freshman,Kelvin Hunter,924d804b-96a7-4ac4-8a4a-b35bdde44e89,1.0,DB,210600,2,45.5
Kendall Daniels Jr.,South Carolina,SS,73,Freshman,Kendall Daniels Jr.,4231d94c-c509-430d-b239-2f08e773fabd,1.0,DB,324000,2,0.0
Rodney Newsom Jr.,South Carolina,C,73,Senior,Rodney Newsom Jr.,301d9373-fc21-47ae-9ac3-e58097a00448,1.0,OL,,,0.0
Antoni Ogumoro,Tennessee,LG,73,Freshman,Antoni Ogumoro,fb1c7e77-a1de-448b-9714-17e005409856,1.0,OL,405000,3,0.0
Charles House III,Tennessee,LEDG,73,Freshman,Charles House III,00520006-b4fc-432e-9237-d5d6db8e1214,1.0,DL,178200,3,55.4
Ethan Utley,Tennessee,REDG,73,Freshman,Ethan Utley,2f51863a-b271-49eb-ace5-bae10405086b,1.0,DL,210600,2,45.3
Gage Ginther,Tennessee,RG,73,Freshman,Gage Ginther,462f5013-96b5-4a96-a24e-e5a5fd69399b,1.0,OL,,,0.0
George MacIntyre,Tennessee,QB,73,Freshman,George MacIntyre,01a8535a-5c63-4f7b-9faf-af05545afe55,1.0,QB,596700,1,38.9
Jordan Burns,Tennessee,WILL,73,Freshman,Jordan Burns,3da72733-0dad-46aa-848d-14d34fc17901,1.0,LB,,,38.7
Marcus Goree Jr.,Tennessee,CB,73,Freshman,Marcus Goree Jr.,c2cbc6c4-cbd6-43b6-a734-9a70e485031d,1.0,DB,,,26.5
Tre Poteat,Tennessee,CB,73,Freshman,Tre Poteat,4b4ac432-9d9c-40e3-bbd2-727433e00936,1.0,DB,324000,2,51.5
William Satterwhite,Tennessee,C,73,Freshman,William Satterwhite,1df3c732-e38f-43ce-ad2c-2b81b9427f50,1.0,OL,,,0.0
Emaree Winston,Texas,TE,73,Freshman,Emaree Winston,04f02191-5dd5-4bea-8e75-0d05898b11d4,1.0,TE,142049,3,34.7
Jackson Christian,Texas,LG,73,Freshman,Jackson Christian,c80e5036-1bae-4b38-b00f-115ae4be29a8,1.0,OL,405956,2,0.0
Michael Terry III,Texas,WR,73,Freshman,Michael Terry III,a0d906f3-2c72-4550-995d-808459219aa4,1.0,WR,197128,3,8.8
Wardell Mack,Texas,CB,73,Freshman,Wardell Mack,8473860b-43d7-4786-9a02-e6adf7115218,1.0,DB,265569,2,44.5
Harry Dalton III,USC,HB,73,Freshman,Harry Dalton III,616749ed-0786-4665-b34b-6203ded6cb64,1.0,RB,,,39.1
Kennedy Urlacher,USC,SS,73,Sophomore,Kennedy Urlacher,2371db24-f815-46ab-bb7b-7040ce1f6280,1.0,S,554400,1,77.7
Micah Banuelos,USC,LG,73,Sophomore,Micah Banuelos,52c7ef01-e532-47f3-8d39-2e386db316c9,1.0,OL,,,0.0
Xavier Jordan,USC,WR,73,Freshman,Xavier Jordan,4de98864-944d-4074-9f20-c14835211a73,1.0,WR,,,29.7
Rylon Dillard-Allen,Washington,FS,73,Freshman,Rylon Dillard-Allen,89920f46-1528-45bc-b45d-f30ce3fb9c09,1.0,S,423067,1,61.3
Micah DeBose,Alabama,RT,72,Freshman,Micah DeBose,24bfe36a-cfa6-4c85-8137-182d929237a2,1.0,OL,,,0.0
Chapman Pendergrass,Clemson,C,72,Junior,Chapman Pendergrass,eee4e3a1-7d31-4a78-b507-c60c92029248,1.0,OL,375000,2,0.0
Dee Crayton,Clemson,MIKE,72,Sophomore,Dee Crayton,ec4d944d-ccd6-4e4a-9a3d-fd54d8eacf34,1.0,LB,,,35.5
Logan Anderson,Clemson,SAM,72,Freshman,Logan Anderson,17da0056-27d8-43f3-bb74-61fac228dacb,1.0,LB,,,0.0
Jamroc Grimsley,Florida,CB,72,Freshman,Jamroc Grimsley,0e986270-eb5b-4047-80dd-b0725f2a9251,1.0,DB,,,34.3
TJ Dice Jr.,Florida,RT,72,Freshman,TJ Dice Jr.,e970411a-baa2-4215-83ad-0b0a3a77e1e3,1.0,OL,450000,3,0.0
Kris Jones,Georgia,REDG,72,Freshman,Kris Jones,20d90902-ba8e-4caf-8b69-68211a9b3abf,1.0,LB,,,38.7
Nyier Daniels,Georgia,RT,72,Freshman,Nyier Daniels,2990419a-ffff-487d-9f6c-4380747bbd9b,1.0,OL,,,0.0
Todd Robinson,Georgia,FS,72,Freshman,Todd Robinson,5e49923e-febf-47bd-81bc-3cc4072b1887,1.0,S,231000,3,0.0
Aeron Burrell,LSU,K,72,Sophomore,Aeron Burrell,42d0e15d-087e-4bb0-b244-be1a53d8ba68,1.0,PK,,,0.0
CJ Jimcoily,LSU,SS,72,Freshman,CJ Jimcoily,b3d85354-9df7-450d-aa2a-210115d438be,1.0,S,277499,2,34.0
Dylan Carpenter,LSU,LEDG,72,Sophomore,Dylan Carpenter,7db830da-d8fa-4d61-912f-4ae9a52036bb,1.0,DE,379500,3,66.7
Jaiden Braker,LSU,SAM,72,Freshman,Jaiden Braker,4bfa46a0-c348-435b-9e41-a136d75f32d1,1.0,LB,,,29.8
Kylan Billiot,LSU,WR,72,Freshman,Kylan Billiot,ddf92f67-d7aa-41ce-ad88-cc26b15d5afc,1.0,WR,,,0.0
Luke Nickel,Miami,QB,72,Freshman,Luke Nickel,e75224f4-d2b8-4b70-81cf-53bf0b376d8d,1.0,QB,128120,2,12.7
Brady Prieskorn,Michigan,TE,72,Sophomore,Brady Prieskorn,801cd88e-c363-43bd-a96a-2524494567ab,1.0,TE,,,0.0
Connor Jones,Michigan,RT,72,Senior,Connor Jones,79863e2a-5c69-49a5-bbe2-14de88a40612,1.0,OL,,,0.0
Devon Baxter,Michigan,LEDG,72,Sophomore,Devon Baxter,45cf8983-9514-497c-bddf-bb2f19e94f80,1.0,EDGE,,,0.0
Kendrick Bell,Michigan,WR,72,Junior,Kendrick Bell,9aa559e9-befc-4ebb-ba70-3422973c621f,1.0,WR,358800,2,49.5
Ted Hammond,Michigan,LEDG,72,Sophomore,Ted Hammond,becb257a-1452-4664-bf25-09e30eed3956,1.0,DL,,,0.0
De'Zie Jones,Ohio State,WR,72,Freshman,De'Zie Jones,019a95ba-a637-4045-9536-c8f69a726703,1.0,WR,,,0.0
Trajen Odom,Ohio State,DT,72,Freshman,Trajen Odom,0a456a4d-287f-4994-8895-1c54adc2561c,1.0,DL,,,0.0
Trynae Washington,Oklahoma,TE,72,Freshman,Trynae Washington,85e182f2-a847-4e70-8a4d-1c248ee54ed9,1.0,TE,,,0.0
Wyatt Gilmore,Oklahoma,REDG,72,Freshman,Wyatt Gilmore,12158c7b-1c88-4ffb-a7bc-adc94a93160e,1.0,DL,149354,3,47.9
Nasir Wyatt,Oregon,SAM,72,Freshman,Nasir Wyatt,f01e76c5-80f7-4b68-a804-f656dce55109,1.0,LB,306021,2,70.6
Zac Stascausky,Oregon,RT,72,Freshman,Zac Stascausky,8a8ca838-34ec-4e0f-8b64-6429d2a68c8d,1.0,OL,450000,3,0.0
Davonte Miles,South Carolina,DT,72,Junior,Davonte Miles,afad265e-3e27-4d34-9352-032bfd8423ad,1.0,DL,,,60.1
Jaron Willis,South Carolina,MIKE,72,Junior,Jaron Willis,43f6a0b8-58aa-481f-9f4a-949d19e57f33,1.0,LB,,,37.8
Jordon Gidron,South Carolina,WR,72,Freshman,Jordon Gidron,8f9a0f70-dd88-43ee-b927-53efc2d355cf,1.0,WR,,,0.0
Max Kelley,South Carolina,K,72,Freshman,Max Kelley,7470e544-9dbe-4cf8-b6af-a187d862177c,1.0,PK,324000,1,0.0
Edrees Farooq,Tennessee,FS,72,Sophomore,Edrees Farooq,1388a8c7-5fe0-4c8b-b54e-45993a894fdd,1.0,DB,360000,2,64.2
Edwin Spillman,Tennessee,MIKE,72,Freshman,Edwin Spillman,e32f6445-b660-4fdf-aa95-8f88e27884f8,1.0,LB,378000,2,92.6
Jaedon Harmon,Tennessee,WILL,72,Freshman,Jaedon Harmon,d7342d31-0bea-46c0-9315-49552716d335,1.0,LB,270000,3,68.9
Radarious Jackson,Tennessee,WR,72,Freshman,Radarious Jackson,f027cfbd-7818-4737-9e17-8c883a633cf6,1.0,WR,280800,1,40.4
Travis Smith Jr.,Tennessee,WR,72,Freshman,Travis Smith Jr.,1ab9a38c-9ca7-4476-b3f7-3fb6b20eb681,1.0,WR,280800,2,28.9
Spencer Shannon,Texas,TE,72,Sophomore,Spencer Shannon,31d71c3f-2b0d-4e2d-b67a-1e1c7afa4c07,1.0,TE,,,0.0
Carson Tabaracci,USC,TE,72,Junior,Carson Tabaracci,d1da5be5-2579-4a2b-8689-c6396070c750,1.0,TE,117975,3,45.0
Elijah Newby,USC,REDG,72,Freshman,Elijah Newby,2c17621f-d7fb-45c0-898d-5aa47a6f0e5c,1.0,LB,218739,2,37.8
Garrison Madden,USC,MIKE,72,Junior,Garrison Madden,960605e6-cca0-4264-a5b0-aaa4652e61ab,1.0,LB,,,34.0
Jack Susnjar,USC,LG,72,Sophomore,Jack Susnjar,96d0fd0a-56b5-4ff0-8b08-55fef07e2a3f,1.0,OL,,,0.0
Jadyn Walker,USC,MIKE,72,Freshman,Jadyn Walker,a89e937e-544f-4f7b-93eb-1ac247aa786e,1.0,LB,396000,2,82.1
Kilian O'Connor,USC,C,72,Junior,Kilian O'Connor,474e2fae-a849-4d05-8d19-658336d3a499,1.0,OL,450000,1,0.0
Steve Miller,USC,FS,72,Freshman,Steve Miller,788e7653-9526-4c27-b18c-ea7d1d063bef,1.0,S,,,26.5
Ta'Mere Robinson,USC,WILL,72,Freshman,Ta'Mere Robinson,09aa60bd-b86e-47a1-a4d7-27c4d71a3c6a,1.0,LB,239062,3,49.8
Walter Matthews,USC,TE,72,Freshman,Walter Matthews,7658275a-13e4-43cb-8b5f-73582711c8c9,1.0,TE,,,0.0
Will Weisberg,USC,P,72,Freshman,William Weisberg,e119894f-d036-4ce5-902d-a5f083a4205a,0.897,P,31499,2,0.0
Armon Parker,Washington,DT,72,Junior,Armon Parker,1db3571a-a487-4839-bc55-e16346235385,1.0,DL,,,60.0
Jack Shaffer,Washington,RG,72,Freshman,Jack Shaffer,ab0fe2da-3bd8-4817-8e9e-24e3282c6349,1.0,OL,405000,3,0.0
Abduall Sanders Jr.,Alabama,MIKE,71,Freshman,Abduall Sanders Jr.,1e543499-e443-45ec-83ce-4bce79608347,1.0,LB,,,26.5
Jalen Hale,Alabama,WR,71,Sophomore,Jalen Hale,0e84dec0-6ee3-4e40-80ff-64bd513d1873,1.0,WR,,,0.0
Luke Metz,Alabama,SAM,71,Freshman,Luke Metz,22fb18f3-c39a-4260-bb2e-784cdd4b1cb2,1.0,LB,195000,2,37.8
Joe Wilkinson,Clemson,FS,71,Freshman,Joe Wilkinson,522b9db2-9ae3-44fc-881f-d50635232e86,1.0,S,,,0.0
Mason Wade,Clemson,RT,71,Freshman,Mason Wade,a1109156-a497-4732-bac8-9d1af3b8d7be,1.0,OL,412500,2,0.0
Misun Kelley,Clemson,CB,71,Sophomore,Misun Kelley,6facc84c-3fda-47f8-85d5-be7a44169df6,1.0,DB,345000,2,50.8
Trent Pearman,Clemson,QB,71,Junior,Trent Pearman,f1db6982-1d26-4764-9427-5c71c5e3f7e9,1.0,QB,,,25.2
Cameron Kossmann,Florida,TE,71,Freshman,Cameron Kossmann,381de4aa-1907-4fa1-acbb-922688604866,1.0,TE,,,0.0
Jaden Robinson,Florida,MIKE,71,Junior,Jaden Robinson,bfc88a9a-759b-4cc3-9473-ba3205f664d9,1.0,LB,488291,1,90.7
Kofi Asare,Florida,REDG,71,Junior,Kofi Asare,542cfda8-540d-40ca-ba3d-11c90f806bd2,1.0,EDGE,600000,2,68.7
Onis Konanbanny,Florida,CB,71,Freshman,Onis Konanbanny,298adc45-8e16-4cff-95cf-eb44e2bc6bf1,1.0,DB,,,0.0
AJ Kruah,Georgia,MIKE,71,Freshman,AJ Kruah,276831b4-9ae1-4c46-a2b6-df4c49a33b96,1.0,LB,300000,3,0.0
Mason Short,Georgia,RG,71,Freshman,Mason Short,12c2179e-7805-4172-9c02-3230e0e79436,1.0,OL,460544,2,0.0
Terrell Foster,Georgia,MIKE,71,Junior,Terrell Foster,34c8c943-6010-480b-a430-0a14d30047f3,1.0,LB,196754,3,35.5
Deryc Plazz,Miami,LT,71,Freshman,Deryc Plazz,29ac40fc-4302-4709-93f5-592403dc13eb,1.0,OL,,,0.0
Jaden Wilkerson,Miami,RG,71,Freshman,Jaden Wilkerson,8f306986-c94a-4a80-b71f-57d8cc5b94be,1.0,OL,,,0.0
Ryan Mack,Miami,CB,71,Freshman,Ryan Mack,1421e713-53fc-41d0-9823-4b1f8ad347db,1.0,DB,,,0.0
Hogan Hansen,Michigan,TE,71,Sophomore,Hogan Hansen,1472abe3-335b-41c2-8cab-5192c00aef85,1.0,TE,244309,2,47.3
Hudson Hollenbeck,Michigan,P,71,Senior,Hudson Hollenbeck,5aff9c3e-cfc0-4adc-9df3-32e5d8d8a978,1.0,P,31499,2,0.0
Jacob Oden,Michigan,FS,71,Sophomore,Jacob Oden,a14ee079-0e93-4c6b-a1c3-e2b44dd6f205,1.0,DB,269602,3,42.6
Cole Mullins,Notre Dame,LEDG,71,Freshman,Cole Mullins,8c565147-1e28-4f71-a052-9910630ad469,1.0,DL,181500,3,59.2
Bodpegn Miller,Ohio State,WR,71,Freshman,Bodpegn Miller,9021d0fc-ba88-43d2-ba48-541fb98541cc,1.0,WR,,,0.0
Cody Haddad,Ohio State,SS,71,Freshman,Cody Haddad,b46131e4-e5c3-43ae-95d9-78315f3571d0,1.0,S,,,0.0
DeShawn Stewart,Ohio State,FS,71,Freshman,Deshawn Stewart,30017a32-8e89-4803-b6c9-67cb214c4e34,1.0,S,,,0.0
Gabe VanSickle,Ohio State,RG,71,Sophomore,Gabe VanSickle,60b7e1e1-7ec2-466f-ab7a-dbe559f28a99,1.0,OL,497102,2,0.0
Maxence LeBlanc,Ohio State,TE,71,Sophomore,Maxence LeBlanc,e40f6e16-3b4c-4d5d-9731-cc09dba25ed4,1.0,TE,,,0.0
Miles Lockhart,Ohio State,CB,71,Sophomore,Miles Lockhart,fe76697d-48e4-4bdd-920b-c17dc2877909,1.0,CB,502949,2,0.0
Nick McLarty,Ohio State,P,71,Sophomore,Nick McLarty,ff284b62-4647-40bc-852e-b623ba3843d0,1.0,P,,,0.0
Will Smith Jr.,Ohio State,DT,71,Junior,Will Smith Jr.,10d53855-0451-434d-983c-bfe4d770a330,1.0,DL,273155,2,44.0
Marcus Wimberly,Oklahoma,SS,71,Freshman,Marcus Wimberly,77b53500-a12d-4a6d-b94b-1c2a7a953c0f,1.0,DB,,,0.0
Omarion Robinson,Oklahoma,FS,71,Freshman,Omarion Robinson,54fb3fe1-f34b-4b87-b0eb-bb7fceda82b3,1.0,DB,235223,2,32.1
Whitt Newbauer,Oklahoma,QB,71,Sophomore,Whitt Newbauer,a59eabd8-13fd-4710-a6ef-0ab86f87ebf2,1.0,QB,142800,2,20.3
Dakoda Fields,Oregon,CB,71,Freshman,Dakoda Fields,d5654b26-d178-4f5d-a7e6-79d7da529bd2,1.0,DB,,,26.5
Gavin Nix,Oregon,MIKE,71,Freshman,Gavin Nix,9ca8dc36-d615-4fba-aebb-c92a6559d3e2,1.0,LB,199953,2,32.1
Gernorris Wilson,Oregon,RT,71,Sophomore,Gernorris Wilson,a36d15b7-70ef-4dff-bddf-2095e59db88c,1.0,OL,517499,2,0.0
Luke Moga,Oregon,QB,71,Freshman,Luke Moga,f41c1859-9fce-400a-8c46-676b763fe004,1.0,QB,,,38.3
Damola Ajidahun,South Carolina,LT,71,Freshman,Damola Ajidahun,4036f801-9e9e-4aa5-a4c9-d29260424a98,1.0,OL,,,0.0
Jalewis Solomon,South Carolina,CB,71,Freshman,Jalewis Solomon,17a477a9-8336-4c44-8c1e-4824d86ce0f0,1.0,DB,210600,2,29.8
Jamian Risher Jr.,South Carolina,SAM,71,Junior,Jamian Risher Jr.,5057e68c-af21-4cb3-96bb-8c76930b1666,1.0,LB,214500,2,34.0
Jaquavious Dodd,South Carolina,REDG,71,Freshman,Jaquavious Dodd,d79bf7d5-cf5c-489f-9a6d-bc2456a8173a,1.0,LB,175500,3,47.9
Kobby Sakyi-Prah,South Carolina,REDG,71,Freshman,Kobby Sakyi-Prah,74a52365-c56b-4ba9-af2a-f89473c15d9c,1.0,LB,,,0.0
Luke Doty,South Carolina,QB,71,Senior,Luke Doty,dad56c3c-2e66-48ee-a860-9c15ab9f4613,1.0,WR,,,8.8
Christian Gass,Tennessee,MIKE,71,Freshman,Christian Gass,1e78dcbe-dc81-4d13-a7f6-049088006376,1.0,DL,115830,3,39.8
Jackson Mathews,Tennessee,SS,71,Freshman,Jackson Mathews,43aac674-bfcd-4def-bb80-015f20e40e8b,1.0,DB,,,0.0
Jadon Perlotte,Tennessee,SAM,71,Freshman,Jadon Perlotte,f457dc31-cda8-4a6b-9302-94214c7a3a73,1.0,LB,270000,2,66.5
Nic Moore,Tennessee,C,71,Freshman,Nic Moore,13c689d0-0a0b-4fec-8179-949c04595938,1.0,OL,405000,2,0.0
Trey Weary,Tennessee,WR,71,Junior,Trey Weary,0ce86e4b-4c6c-47c0-abfb-542b325f570f,1.0,WR,,,16.6
Jonathan Cunningham,Texas,MIKE,71,Freshman,Jonathan Cunningham,18a68821-0866-4f98-81ae-378ff628946d,1.0,LB,,,32.1
Nate Kibble,Texas,RG,71,Freshman,Nate Kibble,2f127d3d-edb2-473a-99d7-b27b260bd815,1.0,OL,,,0.0
Santana Wilson,Texas,CB,71,Freshman,Santana Wilson,697813ad-7102-4609-9c09-6d4c9507df70,1.0,DB,,,26.5
Elijah Vaikona,USC,RT,71,Freshman,Elijah Vaikona,5e44613a-aa2d-4a87-b98f-6e9aceda8d05,1.0,OL,405000,2,0.0
Justin Tauanuu,USC,RT,71,Freshman,Justin Tauanuu,fb25ecda-bd6c-4565-896e-62d35a8bc9fa,1.0,OL,445500,1,0.0
Makai Saina,USC,RG,71,Freshman,Makai Saina,738074f5-5daa-4f9d-9b48-e94e78a3a352,1.0,OL,,,0.0
Marquis Gallegos,USC,FS,71,Freshman,Marquis Gallegos,87c7c28a-6343-43fd-94e9-323b9c29d673,1.0,S,304155,2,48.4
Audric Harris,Washington,WR,71,Sophomore,Audric Harris,e0a124da-a7cd-41ec-8152-a88f07c16213,1.0,WR,,,56.1
Dominic Macon,Washington,DT,71,Freshman,Dominic Macon,c113091c-adbe-4c59-93bb-a1f10da6e1e5,1.0,DL,,,0.0
Elishah Jackett,Washington,RT,71,Sophomore,Elishah Jackett,89d5935c-790f-4b4c-b2bb-f9084e6d6ee2,1.0,OL,,,0.0
Jonathan Epperson Jr.,Washington,MIKE,71,Freshman,Jonathan Epperson Jr.,202100c0-203e-4b6a-92cf-789e42901391,1.0,LB,,,0.0
Kade Eldridge,Washington,TE,71,Sophomore,Kade Eldridge,fdbf1a9e-df6a-4202-8316-1decfeb84f73,1.0,TE,154153,2,18.1
Kevin Green Jr.,Washington,WR,71,Junior,Kevin Green Jr.,a20089a0-1da9-436c-a137-c45783402424,1.0,WR,523401,2,0.0
Omar Khan,Washington,DT,71,Freshman,Omar Khan,7304e9f7-e11a-4b7b-af13-e8dee6cc6d4f,1.0,DL,,,0.0
Ramonz Adams Jr.,Washington,CB,71,Freshman,Ramonz Adams Jr.,281a3410-40e9-479a-bd5e-dfe1d9e1f2ef,1.0,CB,405000,2,0.0
Alex Asparuhov,Alabama,P,70,Freshman,Alex Asparuhov,41655129-31a6-4caf-9fde-eaa3b0e88be7,1.0,P,28350,2,0.0
Mac Smith,Alabama,LG,70,Junior,Mac Smith,4b44a929-1927-4a8d-ad2a-551b3664ae43,1.0,OL,,,0.0
Noah Carter,Alabama,WILL,70,Freshman,Noah Carter,62aee129-360c-4798-92fe-40b7eb7cbe2b,1.0,LB,,,46.3
Steve Mboumoua,Alabama,DT,70,Sophomore,Steve Bolo Mboumoua,20e760eb-44af-49d8-a5ee-7475a7995317,0.848,DL,,,26.5
Branden Strozier,Clemson,CB,70,Sophomore,Branden Strozier,afd4b35e-2d7b-4dab-89db-65cd4fb25f5d,1.0,CB,432310,2,67.2
Bryce Smith,Clemson,C,70,Sophomore,Bryce Smith,9164a88e-bff5-4fa2-9477-7622ad36c76f,1.0,OL,,,0.0
Gavin Blanchard,Clemson,LG,70,Freshman,Gavin Blanchard,fc39c440-f8f1-42d0-9373-bd3f50093ca2,1.0,OL,376043,3,0.0
Jakarrion Kenan,Clemson,SS,70,Freshman,Jakarrion Kenan,2af117fc-14ce-4fe3-b370-30a381bf7643,1.0,S,,,39.7
Josiah Davis,Florida,SS,70,Freshman,Josiah Davis,81be0e67-bd59-432a-aa9d-4bc1337d760e,1.0,DB,,,0.0
Marcus Mascoll,Florida,LG,70,Freshman,Marcus Mascoll,ca256b61-f5b5-4fb8-98c7-87d47a8c065e,1.0,OL,,,0.0
Noel Portnjagin,Florida,LG,70,Freshman,Noel Portnjagin,4d883d44-9cdf-44a6-8c81-218e3cb7ced3,1.0,OL,,,0.0
Ty Jackson,Florida,MIKE,70,Freshman,Ty Jackson,8c809c21-7d30-4a8b-9911-c8bc19c60317,1.0,LB,199607,3,26.5
Dominick Kelly,Georgia,CB,70,Freshman,Dominick Kelly,711e36a5-7219-4a38-b97b-812c89c2abfb,1.0,DB,,,43.9
Rasean Dinkins,Georgia,CB,70,Freshman,Rasean Dinkins,7e89e97b-97f4-4912-9acf-bd5a1b251cb2,1.0,S,420616,1,51.4
CJ Jackson,LSU,REDG,70,Freshman,CJ Jackson,6132d58d-19e8-493b-90cf-09ccd759d687,1.0,DE,,,54.9
Colin Hurley,LSU,QB,70,Freshman,Colin Hurley,b6c86d7e-3ed5-4c3d-9ed5-65b96d83125d,1.0,QB,,,0.0
Ethan Calloway,LSU,RT,70,Freshman,Ethan Calloway,f1aebbd8-001f-4a99-9aa4-14916f33f227,1.0,OT,,,0.0
Khayree Lee Jr.,LSU,RG,70,Freshman,Khayree Lee Jr.,b9baeba9-ab4d-4daa-90ba-8ad485fc5132,1.0,OL,,,0.0
Zach Weeks,LSU,MIKE,70,Freshman,Zach Weeks,d4fb61b3-e51c-47f5-b07a-af9e9c6837dd,1.0,LB,196502,3,26.5
Cole McConathy II,Miami,LEDG,70,Sophomore,Cole McConathy II,dd645728-df4f-4884-877a-9faa68074e81,1.0,DL,165137,3,0.0
Daylyn Upshaw,Miami,WR,70,Freshman,Daylyn Upshaw,b49601bf-c499-4552-ad24-de70dbfeadbf,1.0,WR,264490,2,47.9
Juan Minaya,Miami,LT,70,Freshman,Juan Minaya,702ed342-c1aa-468f-8a8a-39cc2be9d6f1,1.0,OL,417328,2,0.0
Mykah Newton,Miami,REDG,70,Freshman,Mykah Newton,5554f058-d89c-4978-990c-796a9e250981,1.0,DL,,,0.0
