ea_name,ea_team,ea_position,ea_ovr,ea_school_year,matched_player_name,matched_player_id,match_confidence,cfo_position,cfo_valuation,depth_chart_rank,production_score
Cole Hutson,Texas,C,78,Senior,Cole Hutson,bd3422c4-1d37-4c37-8cc1-c88da5b6b897,1.0,OL,,,0.0
Daylan McCutcheon,Texas,WR,78,Freshman,Daylan McCutcheon,58de0c28-34f3-42f8-b1e3-99506369d87a,1.0,WR,320469,2,38.7
Maraad Watson,Texas,DT,78,Sophomore,Maraad Watson,adaa8864-f388-4f29-9910-69df287f672a,1.0,DL,396000,2,71.6
Trey Owens,Texas,QB,78,Freshman,Trey Owens,a250c71e-85e8-46dd-9a7d-dc90e7a24a49,1.0,QB,,,0.0
Zina Umeozulu,Texas,LEDG,78,Freshman,Zina Umeozulu,b4668f69-ea81-4779-ae7a-020618ef0b42,1.0,LB,336663,3,69.7
Chasen Johnson,USC,CB,78,Sophomore,Chasen Johnson,af08e72c-cff3-4140-a3fb-80b417a726aa,1.0,CB,321750,2,26.5
Devan Thompkins,USC,DT,78,Junior,Devan Thompkins,5f57d080-7423-4a94-918a-77ac1dfbc708,1.0,DT,,,88.6
Tobias Raymond,USC,LT,78,Sophomore,Tobias Raymond,a783ef77-ef1f-4e03-9c22-94754ddcfdda,1.0,OL,465749,1,0.0
Trestin Castro,USC,CB,78,Freshman,Trestin Castro,aabd3ad6-4e9b-4f0b-91aa-7ed30b22c043,1.0,CB,295364,2,26.5
Anterio Thompson,Washington,DT,78,Senior,Anterio Thompson,07705df9-80a4-45b1-9623-91ec6927f38a,1.0,DL,,,81.3
Champ Taulealea,Washington,RG,78,Freshman,Champ Taulealea,8f558cb2-6515-43b3-bad3-fd4dbf2a531e,1.0,OL,452265,2,0.0
CJ Christian,Washington,SS,78,Senior,CJ Christian,568b7c79-0122-438d-984d-5f2e8db798e3,1.0,S,420000,2,0.0
Elinneus Davis,Washington,DT,78,Sophomore,Elinneus Davis,954c3b1c-276f-4081-8e7b-5a588ba0cce6,1.0,DL,413999,1,74.4
Casey Poe,Alabama,LT,77,Freshman,Casey Poe,a8431869-6b98-4b98-a9aa-82aff16f46ea,1.0,OL,502564,2,0.0
Conor Talty,Alabama,K,77,Sophomore,Conor Talty,e81b0031-95fe-4d27-aff5-8c9020370f73,1.0,PK,376420,1,0.0
Danny Lewis Jr.,Alabama,TE,77,Junior,Danny Lewis Jr.,6991cbe1-5e19-4b0f-85ba-c9affb650974,1.0,TE,,,27.1
Edric Hill,Alabama,DT,77,Sophomore,Edric Hill,bfe828e1-b037-48a6-a340-13984481dae3,1.0,DL,417473,2,68.5
Kaleb Edwards,Alabama,TE,77,Freshman,Kaleb Edwards,008db29c-ca71-46ca-bd86-176fd90d65b1,1.0,TE,332250,1,69.8
Richard Young,Alabama,HB,77,Sophomore,Richard Young,8fbd3d77-a957-4732-8519-8c497c71a333,1.0,RB,,,41.0
William Sanders,Alabama,LG,77,Freshman,William Sanders,5a8af4d5-59fe-4e59-9692-ba0700e44dac,1.0,OL,497348,1,0.0
Christian Bentancur,Clemson,TE,77,Freshman,Christian Bentancur,454ba187-1021-4975-929d-672296a0b89f,1.0,TE,366295,2,85.5
Cole Turner,Clemson,WR,77,Junior,Cole Turner,46cbcbce-24a0-4c4f-994b-6f79a38e686f,1.0,WR,320717,2,44.8
Corian Gipson,Clemson,CB,77,Freshman,Corian Gipson,693764ae-ea50-4a66-b5b1-853b35167ece,1.0,CB,416735,1,52.8
Kobe McCloud,Clemson,WILL,77,Junior,Kobe McCloud,ed6a0615-a32a-40fc-bea2-cfb1dbd5fad8,1.0,LB,368729,1,83.5
Olsen Patt-Henry,Clemson,TE,77,Junior,Olsen Patt-Henry,75033a9b-b380-4558-aa98-0113ad7906cd,1.0,TE,316250,1,59.5
Aaron Chiles,Florida,WILL,77,Sophomore,Aaron Chiles,78f36ff9-a08e-4bbc-bd74-1917a1ff9bf9,1.0,LB,405737,2,81.3
Ben Hanks Jr.,Florida,CB,77,Freshman,Ben Hanks III,c5f874ac-5719-4449-86f0-4181c2e3b1ea,0.8,DB,364991,2,50.4
Jason Zandamela,Florida,C,77,Freshman,Jason Zandamela,ecd0586e-161a-45c9-b5d0-e24227fcc24c,1.0,OL,499930,2,0.0
Jayden Woods,Florida,REDG,77,Freshman,Jayden Woods,d75471b9-9f17-4361-84c9-98b9fc131269,1.0,EDGE,722503,1,87.4
Joseph Mbatchou,Florida,LEDG,77,Freshman,Joseph Mbatchou,a1c7800e-9168-4cf9-9005-7d5af7403037,1.0,DL,361700,2,50.4
Treyaun Webb,Florida,HB,77,Sophomore,Treyaun Webb,aec842a8-d904-45cb-8295-9c0241b9a51c,1.0,RB,,,0.0
Malachi Toliver,Georgia,C,77,Freshman,Malachi Toliver,98f13716-f106-425b-92f9-7be5bfe6e22d,1.0,OL,445500,2,0.0
Ryan Puglisi,Georgia,QB,77,Freshman,Ryan Puglisi,8cd0d1f1-391d-4ada-ae3f-75278fa56947,1.0,QB,340630,2,43.2
Chris Hilton Jr.,LSU,WR,77,Senior,Chris Hilton Jr.,bce8d201-6962-43bf-bdc9-f7de12da85b6,1.0,WR,,,46.3
Jardin Gilbert,LSU,FS,77,Senior,Jardin Gilbert,ab2b5f04-6c00-471c-a395-aac931d8fc05,1.0,S,,,58.0
Kyle Parker,LSU,WR,77,Sophomore,Kyle Parker,8fe238b9-bd3d-46b1-af2c-a328d5bfd138,1.0,WR,,,71.2
Ory Williams,LSU,LT,77,Freshman,Ory Williams,de3640a4-b047-487e-9153-33538c0a7fe2,1.0,OT,,,0.0
Paul Mubenga,LSU,LG,77,Sophomore,Paul Mubenga,338ea94e-d985-45fd-9d1c-7e5d7a31f734,1.0,OL,,,0.0
Chase Smith,Miami,MIKE,77,Senior,Chase Smith,dab5c859-228c-4c77-967a-d2b23827802f,1.0,LB,300000,1,57.3
Isaiah Taylor,Miami,FS,77,Senior,Isaiah Taylor,3febc9fa-86a4-4f74-8ec3-923bd07d8c4c,1.0,DB,,,60.9
Ryan Rodriguez,Miami,C,77,Senior,Ryan Rodriguez,e0a7d1aa-66d3-43f3-af63-06d0ccd2e04d,1.0,OL,411054,1,0.0
Seuseu Alofaituli,Miami,LG,77,Freshman,Seuseu Alofaituli,8cd6b1b5-1d73-47cd-afbb-f509eaf8ba0e,1.0,OL,375000,2,0.0
Andrew Babalola,Michigan,LT,77,Freshman,Andrew Babalola,3aef55d7-fcd5-46b1-b945-cf7a1712b4a9,1.0,OL,524573,2,0.0
Cole Sullivan,Michigan,MIKE,77,Sophomore,Cole Sullivan,1c43f0c8-727d-4a60-a03f-883350feec67,1.0,LB,,,91.3
Marlin Klein,Michigan,TE,77,Senior,Marlin Klein,934b9b22-c79e-445e-a754-bb2c889e3c8a,1.0,TE,,,80.3
Semaj Morgan,Michigan,WR,77,Junior,Semaj Morgan,5de03ea5-a866-4d45-9e86-46e0babd0890,1.0,WR,,,60.0
Shamari Earls,Michigan,CB,77,Freshman,Shamari Earls,22b13748-343f-4f7c-a732-7d992c4902ce,1.0,DB,365265,2,0.0
Bryce Young,Notre Dame,LEDG,77,Sophomore,Bryce Young,266cfede-4c59-48f6-b747-0906422d39ff,1.0,DL,399665,1,82.3
Guerby Lambert,Notre Dame,RG,77,Freshman,Guerby Lambert,879a48c5-25a5-45e3-abbf-f722c2031ed2,1.0,OL,416440,1,0.0
JaDon Blair,Notre Dame,FS,77,Freshman,Jadon Blair,f712f6bc-2d2a-44b2-a30b-fd151275181d,1.0,S,,,26.5
Kevin Bauman,Notre Dame,TE,77,Senior,Kevin Bauman,b489cd49-690b-4d90-b894-ccc88615237d,1.0,TE,,,0.0
KK Smith,Notre Dame,WR,77,Sophomore,KK Smith,c2485e89-7efb-4896-bfb7-a0daa4316f14,1.0,WR,,,59.6
Micah Gilbert,Notre Dame,WR,77,Freshman,Micah Gilbert,534c4ad1-e1b8-4722-8496-cdb059649920,1.0,WR,294008,1,47.9
Scrap Richardson,Notre Dame,WR,77,Freshman,Scrap Richardson,7505d9d9-dd69-458a-b529-f418a5028c15,1.0,WR,,,0.0
Bryson Rodgers,Ohio State,WR,77,Junior,Bryson Rodgers,b5f64486-d742-4a2f-ae6a-680747dea41b,1.0,WR,,,49.5
Ian Moore,Ohio State,RT,77,Sophomore,Ian Moore,5902b105-6759-4fb5-9249-9148c3289fc8,1.0,OL,498240,2,0.0
Jason Moore,Ohio State,DT,77,Junior,Jason Moore,e3cec9f1-edef-43d4-b4e1-a28e4e30fe59,1.0,DL,163969,3,45.3
Jayden Fielding,Ohio State,K,77,Senior,Jayden Fielding,108f4b05-4bbf-40fd-ad88-53181d01b8b5,1.0,PK,,,0.0
Joshua Mickens,Ohio State,REDG,77,Junior,Joshua Mickens,8c250e38-adbe-493a-96d3-84d40b643740,1.0,DE,253148,3,32.1
Logan George,Ohio State,REDG,77,Junior,Logan George,ef62bfa6-941e-4ba2-8cd6-5d70ad714492,1.0,DL,,,29.8
CJ Nickson,Oklahoma,LEDG,77,Freshman,CJ Nickson,444e710d-6639-407d-b29a-eee985d13fde,1.0,DL,,,0.0
Jake Taylor,Oklahoma,RT,77,Junior,Jake Taylor,15e5db39-669a-41c0-8ae4-5ab804fd3ee7,1.0,OL,,,0.0
Logan Howland,Oklahoma,LT,77,Sophomore,Logan Howland,13c7f2eb-436b-4ae0-9bf3-a6889c9935fd,1.0,OL,,,0.0
Reggie Powers III,Oklahoma,SS,77,Sophomore,Reggie Powers III,7a26750a-fdd7-4143-9fef-5293e6910a2e,1.0,DB,486108,1,79.9
Ryan Fodje,Oklahoma,RG,77,Freshman,Ryan Fodje,8f43da77-64b8-4ad8-9b64-0f46611cbb79,1.0,OL,452746,1,0.0
Austin Novosad,Oregon,QB,77,Sophomore,Austin Novosad,ef767e30-40d5-4a4c-ae5d-c00c413d27af,1.0,QB,,,30.2
Blake Purchase,Oregon,SAM,77,Sophomore,Blake Purchase,5c81f9b6-8c07-4f2c-afcb-4c86304f0aa3,1.0,LB,,,87.1
Charlie Pickard,Oregon,C,77,Senior,Charlie Pickard,e9f901b8-a3a6-40b0-b53f-06201efaf3b2,1.0,OL,,,0.0
Fox Crader,Oregon,LT,77,Freshman,Fox Crader,f5200cf1-28ff-402e-8034-2e3917ba2a35,1.0,OL,495000,1,0.0
Trey McNutt,Oregon,FS,77,Freshman,Trey Mcnutt,d55abbd5-02f2-4b13-a31e-e1d890a2c4b0,1.0,DB,,,0.0
Xadavien Sims,Oregon,LEDG,77,Freshman,Xadavien Sims,e340d68d-a79c-4355-92b6-80931f7cc084,1.0,DL,,,26.5
Brian Rowe Jr.,South Carolina,WR,77,Freshman,Brian Rowe Jr.,4a69f3bb-7907-46dd-8e9d-cda89beda40e,1.0,WR,,,51.3
Donovan Murph,South Carolina,WR,77,Freshman,Donovan Murph,d1acca52-3c82-4fec-82bc-8025b57b9db8,1.0,WR,432000,3,61.7
Jatius Geer,South Carolina,REDG,77,Senior,Jatius Geer,0bc4eadc-4931-49ed-bd99-8c9ef460f23f,1.0,LB,,,69.7
Jawarn Howell,South Carolina,HB,77,Sophomore,Jawarn Howell,98babb02-cd39-48e2-b9c1-e55589d1d4fc,1.0,RB,136500,2,50.9
Daune Morris,Tennessee,HB,77,Freshman,Daune Morris,d76e7118-6471-4264-8da3-34d747e4af84,1.0,RB,228150,1,45.3
Jake Merklinger,Tennessee,QB,77,Freshman,Jake Merklinger,92c61266-8863-4864-b5d9-a7549470b840,1.0,QB,,,52.9
Jesse Perry,Tennessee,RT,77,Freshman,Jesse Perry,d78ea182-d793-47ee-bc67-c587f4511142,1.0,OL,405000,1,0.0
Max Gilbert,Tennessee,K,77,Sophomore,Max Gilbert,33b842ce-48be-4b69-8d33-9dbadbfc9151,1.0,PK,,,0.0
Sam Pendleton,Tennessee,C,77,Sophomore,Sam Pendleton,dad4fd02-552e-4201-9301-a3bed716203b,1.0,OL,450000,1,0.0
Colton Vasek,Texas,LEDG,77,Sophomore,Colton Vasek,a27e047d-0b98-44c6-96ec-f2075113b827,1.0,LB,249449,2,32.1
Connor Robertson,Texas,C,77,Junior,Connor Robertson,40bfa94a-fab9-4243-8c34-2c9e7cd6e756,1.0,OL,493982,1,0.0
Jaime Ffrench Jr.,Texas,WR,77,Freshman,Jaime Ffrench Jr.,5637d4a2-880f-4b67-a359-c584144ee22e,1.0,WR,,,16.6
Jaydon Chatman,Texas,LT,77,Sophomore,Jaydon Chatman,000fae0f-575a-4cf0-8490-20bc161a37a4,1.0,OL,521039,2,0.0
Jordon Johnson-Rubell,Texas,SS,77,Sophomore,Jordon Johnson-Rubell,12b4176e-bdaf-4fa9-823e-1e153b7456a2,1.0,DB,275970,2,49.8
Lance Jackson,Texas,LEDG,77,Freshman,Lance Jackson,05fa99dd-a34f-4803-aad7-779c4cb8e901,1.0,LB,306964,1,69.2
Smith Orogbo,Texas,REDG,77,Freshman,Smith Orogbo,044e2862-ef5f-4ac5-85d4-6961cae105ad,1.0,LB,195901,3,47.9
Xavier Filsaime,Texas,SS,77,Sophomore,Xavier Filsaime,dc3447ce-ddc2-4f7d-8ed7-2fd775efcfaf,1.0,DB,412785,1,50.5
Alex Payne,USC,RT,77,Freshman,Alex Payne,c6a48802-15d5-413f-858b-da63b7b9cb9a,1.0,OL,,,0.0
Braylan Shelby,USC,REDG,77,Junior,Braylan Shelby,0197a048-72c4-4298-ac6b-edf885eda468,1.0,DE,834798,1,85.5
J'Onre Reed,USC,C,77,Senior,J'Onre Reed,91af34de-362e-4bde-a25c-d4f4597af01d,1.0,OL,,,0.0
Jamaal Jarrett,USC,DT,77,Sophomore,Jamaal Jarrett,d8d8aa74-7580-49be-b70d-334ab39336cf,1.0,DT,391147,2,47.5
Jay Fair,USC,WR,77,Senior,Jay Fair,c7a426a9-0f6e-4fb9-a31d-715027f0f775,1.0,WR,,,11.2
Riley Wormley,USC,HB,77,Freshman,Riley Wormley,ad5ee3df-6a69-4133-bc16-8fd9726e1204,1.0,RB,56803,3,31.3
Sam Huard,USC,QB,77,Senior,Sam Huard,0acda7a1-07e1-471e-9d80-7819ab7a0f35,1.0,QB,293070,2,37.6
Quaid Carr,Washington,HB,77,Freshman,Quaid Carr,88c56c64-6a50-4fc7-9c11-a408295f0060,1.0,RB,,,27.4
Russell Davis II,Washington,REDG,77,Junior,Russell Davis II,a9646989-0fa8-4be2-b7ed-839a97d7c03b,1.0,DL,388800,2,0.0
Ryan Otton,Washington,TE,77,Junior,Ryan Otton,2c14de32-5713-4483-85d8-63f1632fc619,1.0,TE,,,0.0
Simote Pepa,Washington,DT,77,Senior,Simote Pepa,d719f203-6949-4896-a00d-0b3a937b2d7a,1.0,DL,,,38.7
Blake Doud,Alabama,K,76,Senior,Blake Doud,f28bb968-4816-4064-a5aa-5992cc97ddc5,1.0,P,,,0.0
Chuck McDonald III,Alabama,CB,76,Freshman,Chuck McDonald III,33bc4962-51fc-4043-a69e-a44b3569c315,1.0,DB,243057,2,26.5
Cole Adams,Alabama,WR,76,Sophomore,Cole Adams,1308f84a-0251-4860-8bcf-600212656319,1.0,WR,,,49.7
Derek Meadows,Alabama,WR,76,Freshman,Derek Meadows,cd6ab575-d82f-4e20-8a86-a9e0b2422f4d,1.0,WR,484235,2,0.0
Dre Kirkpatrick Jr.,Alabama,SS,76,Sophomore,Dre Kirkpatrick Jr.,b6db59d7-14d4-46ef-ab0a-53596cab751b,1.0,DB,398487,2,56.2
Jaylen Mbakwe,Alabama,WR,76,Sophomore,Jaylen Mbakwe,9f5663e6-7c00-44ae-b0b7-0a0fc41159a6,1.0,WR,,,43.0
Jeremiah Beaman,Alabama,DT,76,Freshman,Jeremiah Beaman,35d56fe2-4bb3-4a1a-ba1e-6c5305278d4d,1.0,DL,167627,2,23.3
Peter Knudson,Alabama,TE,76,Senior,Peter Knudson,a5a0c723-7a6e-47fd-8143-8b3eecbabbe7,1.0,TE,,,0.0
Red Morgan,Alabama,CB,76,Sophomore,Red Morgan,49f204b4-eddf-4333-b9eb-eb773bc564a8,1.0,DB,403435,1,67.7
Josh Sapp,Clemson,TE,76,Junior,Josh Sapp,330e339d-28a3-4e3e-ad1d-72b8a88634d6,1.0,TE,,,58.5
Shelton Lewis,Clemson,CB,76,Junior,Shelton Lewis,191bcd55-14b9-4f11-ac95-6bc4661c1a5b,1.0,CB,,,46.4
Zaire Patterson,Clemson,LEDG,76,Senior,Zaire Patterson,9b1344eb-0c4f-496b-9abd-8fc053937fe5,1.0,DE,,,0.0
Bryce Lovett,Florida,RT,76,Sophomore,Bryce Lovett,9c1a432f-8b63-4f16-9388-8c883df344fd,1.0,OL,517499,2,0.0
Caden Jones,Florida,RT,76,Sophomore,Caden Jones,7f8e4522-f589-48bb-b6c3-5ea879fd9fa5,1.0,OL,517499,1,0.0
J'Vari Flowers,Florida,CB,76,Freshman,J'Vari Flowers,40852c46-7594-46c4-8371-c5253e48a8d2,1.0,DB,366804,2,63.2
Kamryn Waites,Florida,LG,76,Senior,Kamryn Waites,f3b488f5-d533-48ea-8868-c7a8c59cd42b,1.0,OL,,,0.0
Michai Boireau,Florida,DT,76,Sophomore,Michai Boireau,e6443a8b-52df-4401-a326-240f98805378,1.0,DL,,,78.2
Tony Livingston,Florida,TE,76,Junior,Tony Livingston,2f6448a8-8f23-45a8-a66d-7c23e05323ad,1.0,TE,,,72.9
Darren Ikinnagbon,Georgia,SAM,76,Freshman,Darren Ikinnagbon,eadaeb40-9e3c-4909-a2cc-24332d94cc73,1.0,LB,,,29.8
Jaden Reddell,Georgia,TE,76,Freshman,Jaden Reddell,70796ee3-088e-4767-b231-c05a6076a6e3,1.0,TE,,,20.1
Juan Gaston,Georgia,RG,76,Freshman,Juan Gaston,32f9327d-2d20-4546-b374-c6c758163152,1.0,OL,454769,1,0.0
Ondre Evans,Georgia,CB,76,Freshman,Ondre Evans,9e8b9a8d-e513-4c2d-8017-756a02d94796,1.0,DB,,,0.0
Talyn Taylor,Georgia,WR,76,Freshman,Talyn Taylor,6348b274-31d7-4fc2-bd3e-1da09474f1dc,1.0,WR,320458,2,34.4
Destyn Hill,LSU,WR,76,Sophomore,Destyn Hill,ef4152f5-a285-4541-8908-56bdefc2b11c,1.0,WR,,,28.4
DJ Chester,LSU,C,76,Sophomore,DJ Chester,ed601d84-71c8-4aeb-b510-64dffa6bbe66,1.0,OL,,,0.0
Cam Pruitt,Miami,WILL,76,Freshman,Cam Pruitt,afc5309c-168f-42e9-9c76-a525d957eec5,1.0,LB,278904,2,57.4
Kamal Bonner,Miami,WILL,76,Sophomore,Kamal Bonner,09de2fc9-03a8-493c-965b-e7bd301b9234,1.0,LB,191772,2,29.8
Tommy Kinsler IV,Miami,RT,76,Sophomore,Tommy Kinsler IV,61c764e4-da37-4e3d-989d-a14700987a2a,1.0,OL,,,0.0
Anthony Simpson,Michigan,WR,76,Senior,Anthony Simpson,9e4b4c3d-552d-421e-b3c5-5aa75820da10,1.0,WR,,,8.8
Caleb Anderson,Michigan,CB,76,Senior,Caleb Anderson,1148b65e-0c26-401f-8bab-b1bd1a0b00d6,1.0,DB,,,37.8
Mason Curtis,Michigan,CB,76,Sophomore,Mason Curtis,f363e1ce-8b5c-4d24-9505-7b7588c4a767,1.0,DB,399146,2,67.6
Chris Terek,Notre Dame,RG,76,Sophomore,Chris Terek,2bf3b5f8-47de-4988-8c43-9a13181c5bd9,1.0,OL,375000,2,0.0
Dallas Golden,Notre Dame,CB,76,Freshman,Dallas Golden,12310db7-904a-4201-ae3b-f1388085be23,1.0,CB,382755,2,64.0
Joe Otting,Notre Dame,C,76,Sophomore,Joe Otting,82ce7ddf-d957-454d-95d3-1c23889089da,1.0,OL,435993,2,0.0
Kenny Minchey,Notre Dame,QB,76,Sophomore,Kenny Minchey,17ea17e2-3110-4164-9857-4a68ec72e894,1.0,QB,,,46.4
Mark Zackery IV,Notre Dame,CB,76,Freshman,Mark Zackery IV,95429ead-3d2d-4c08-ab33-46361f801d0c,1.0,CB,382084,2,58.0
Sullivan Absher,Notre Dame,LG,76,Sophomore,Sullivan Absher,05044693-f51f-4361-b62b-cf8e34a9d537,1.0,OL,436233,2,0.0
Bryce West,Ohio State,CB,76,Sophomore,Bryce West,c602b2af-0956-4899-a8b3-db2daebcb4d9,1.0,CB,,,39.3
Faheem Delane,Ohio State,FS,76,Freshman,Faheem Delane,39c1f072-7d39-41ee-8752-93bba9b92bba,1.0,S,,,50.9
Keenan Nelson Jr.,Ohio State,SS,76,Senior,Keenan Nelson Jr.,e10fe9fb-1d8c-4f01-bfbd-d67a0175ec81,1.0,DB,,,0.0
Carson Kent,Oklahoma,TE,76,Junior,Carson Kent,982007fe-1e03-4f60-8e90-78f57a82b724,1.0,TE,,,32.3
Heath Ozaeta,Oklahoma,LG,76,Sophomore,Heath Ozaeta,6bfad7a5-c907-4d1d-801f-20c8afd2782b,1.0,OL,465749,2,0.0
Jaydan Hardy,Oklahoma,FS,76,Sophomore,Jaydan Hardy,a2cd18dd-29db-4c5c-b245-646c7b0507ed,1.0,DB,,,48.2
Luke Baklenko,Oklahoma,RT,76,Junior,Luke Baklenko,e83aec7f-5596-482a-ad3e-5f976968604c,1.0,OL,,,0.0
Demetri Manning,Oregon,LG,76,Freshman,Demetri Manning,440db192-e6d9-4276-abbd-c45424a72f19,1.0,OL,405918,2,0.0
Kawika Rogers,Oregon,LG,76,Junior,Kawika Rogers,31a0c5d0-f7de-45a0-bf47-7e28ecd875ab,1.0,OL,486000,1,0.0
Matthew Johnson,Oregon,REDG,76,Freshman,Matthew Johnson,9e7d9624-ef2a-424c-a993-8fae599a8dd0,1.0,DE,,,34.0
Air Noland,South Carolina,QB,76,Freshman,Air Noland,0fb6cf02-3dab-4681-b800-7e0721179ee4,1.0,QB,,,29.3
Boaz Stanley,South Carolina,C,76,Junior,Boaz Stanley,bd62e9e4-cbf0-4206-a514-7516723761c7,1.0,OL,,,0.0
Buddy Mack III,South Carolina,FS,76,Senior,Buddy Mack III,c9a4a228-4f62-4236-b15d-9e82d56bccb4,1.0,DB,,,32.1
Desmond Umeozulu,South Carolina,LEDG,76,Junior,Desmond Umeozulu,83375131-836d-42af-95f5-f9808f870d75,1.0,LB,,,68.1
Jatavius Shivers,South Carolina,RT,76,Sophomore,Jatavius Shivers,3cd2b35d-5c86-4084-a7d0-672fcb708c0a,1.0,OL,,,0.0
Lex Cyrus,South Carolina,WR,76,Freshman,Lex Cyrus,755e93d8-b79f-43cb-bfc1-47f03f53cd7d,1.0,WR,,,0.0
Mazeo Bennett Jr.,South Carolina,WR,76,Sophomore,Mazeo Bennett Jr.,e0369e2b-d92f-44e0-8a3a-b22f5ca93f55,1.0,WR,312000,2,34.5
Myles Norwood,South Carolina,CB,76,Senior,Myles Norwood,ab4555f1-3482-404e-aa0a-901a3971bf09,1.0,DB,,,43.7
Nick Sharpe,South Carolina,LG,76,Senior,Nick Sharpe,6bccd676-e634-4591-bf94-d290831d817f,1.0,OL,,,0.0
Nick Barrett,South Carolina,DT,76,Senior,Nick Barrett,a311fd6c-efa5-42ec-bca0-8328d9bd9b06,1.0,DL,,,86.8
Shawn Murphy,South Carolina,WILL,76,Junior,Shawn Murphy,7b5adbdd-c96d-4ccb-89c8-b2ec3db86d90,1.0,LB,330000,2,72.4
Shedrick Sarratt Jr.,South Carolina,LG,76,Freshman,Shedrick Sarratt Jr.,e3583bd2-835d-40f4-9af0-91d708146ea1,1.0,OL,405000,1,0.0
Nathan Robinson,Tennessee,DT,76,Sophomore,Nathan Robinson,29511b7e-4bda-4289-aed3-76a53211c084,1.0,DL,432000,2,76.4
Connor Stroh,Texas,LG,76,Sophomore,Connor Stroh,3dbbe524-a4fe-47cc-b78d-c3c576c676f5,1.0,OL,,,0.0
Lavon Johnson,Texas,DT,76,Junior,Lavon Johnson,bfc80e90-797f-48db-970f-7e491abd1d09,1.0,DL,,,45.3
Matthew Caldwell,Texas,QB,76,Senior,Matthew Caldwell,a3a76a63-0de9-41e8-ab64-467a8ed0294f,1.0,QB,,,54.8
Myron Charles,Texas,DT,76,Freshman,Myron Charles,4d8ff3a1-a8ca-4a61-988c-af9f8ee8879e,1.0,DL,132918,3,26.5
Anthony Beavers Jr.,USC,FS,76,Senior,Anthony Beavers Jr.,60d7a062-9d74-49fd-b751-4f71609312dd,1.0,LB,,,29.8
Caden Chittenden,USC,K,76,Sophomore,Caden Chittenden,ab874e32-7289-4290-b995-ba16aa735ca4,1.0,PK,124739,2,0.0
Carlon Jones,USC,REDG,76,Freshman,Carlon Jones,5ad88e00-1d2f-401d-977b-95eddfc59da8,1.0,DT,,,32.1
Christian Pierce,USC,SS,76,Junior,Christian Pierce,26eb32af-2110-4968-9f5a-7a5b50984414,1.0,S,504000,1,88.5
Romero Ison,USC,WR,76,Freshman,Romero Ison,75dd66c8-2b04-482b-84dd-5f371f672ba2,1.0,WR,,,0.0
Sam Johnson,USC,P,76,Senior,Sam Johnson,84f4d069-ec7f-4d9e-874c-a1dbd67cc59d,1.0,P,,,0.0
Walker Lyons,USC,TE,76,Sophomore,Walker Lyons,babeea33-2f54-431c-8d1d-4c5613a3d285,1.0,TE,,,83.2
Dylan Robinson,Washington,CB,76,Freshman,Dylan Robinson,8eca1ed1-d0e3-43e2-8ca3-57c2450fc434,1.0,CB,540763,1,73.7
Logan Sagapolu,Washington,DT,76,Senior,Logan Sagapolu,dbabe273-9821-44dc-8272-1e92b699c202,1.0,DL,,,26.5
Omari Evans,Washington,WR,76,Senior,Omari Evans,8dadcf41-4aaf-4ba5-8fab-075b7725f641,1.0,WR,,,66.0
Rahshawn Clark,Washington,FS,76,Freshman,Rahshawn Clark,d6b712b5-dca6-47fe-a327-dfdc33909ca1,1.0,S,549534,1,81.2
Raiden Vines-Bright,Washington,WR,76,Freshman,Raiden Vines-Bright,d865fa59-b025-4242-ab2d-178b250ed108,1.0,WR,,,59.7
Ivan Taylor,Alabama,SS,75,Freshman,Ivan Taylor,8d704669-b666-4943-a26d-a89f983c96e6,1.0,DB,236593,2,49.7
Jackson Lloyd,Alabama,LT,75,Freshman,Jackson Lloyd,9ed25768-cdfc-4b0f-a7c8-a02a5ef38d7d,1.0,OL,452039,1,0.0
Kameron Howard,Alabama,FS,75,Sophomore,Kameron Howard,12aa3a0f-5e41-47b9-b907-784c9bc49fe3,1.0,DB,,,37.4
Marshall Pritchett,Alabama,TE,75,Freshman,Marshall Pritchett,5b49efa6-7de4-4fb1-8751-cf5f09329ab2,1.0,TE,140494,3,46.0
Olaus Alinen,Alabama,LG,75,Sophomore,Olaus Alinen,3e5e68d4-2c90-4916-a010-3812c7514c3a,1.0,OL,,,0.0
Ari Watford,Clemson,REDG,75,Freshman,Ari Watford,be0d2470-18a3-4bc0-bd59-9b8ec766abea,1.0,DE,186197,3,26.5
Chris Denson,Clemson,QB,75,Freshman,Chris Denson,a08910da-a72a-4bda-af97-e6ba8566d993,1.0,QB,193661,2,49.5
Harris Sewell,Clemson,RG,75,Junior,Harris Sewell,989bcc73-ccb2-47d2-a49a-461f3cd59139,1.0,OL,439858,1,0.0
Juju Preston,Clemson,WR,75,Freshman,Juju Preston,817442e8-f98d-4c6b-b921-f55516cb6c99,1.0,WR,160000,3,14.9
Kylen Webb,Clemson,SS,75,Sophomore,Kylen Webb,54f23919-3ad8-4072-bd1b-b2be0739d0a3,1.0,S,,,0.0
Chad Gasper Jr.,Florida,HB,75,Freshman,Chad Gasper Jr.,d22406d8-d3ea-4516-a4ed-5d45f5b06fea,1.0,RB,,,0.0
Harrison Bailey,Florida,QB,75,Senior,Harrison Bailey,9550fb53-57cd-4749-971c-d9e08049a0bd,1.0,QB,,,0.0
Drew Miller,Georgia,P,75,Freshman,Drew Miller,efe54f38-810b-479a-b97f-2778206dab42,1.0,P,99361,1,0.0
